identifier,datestamp,datafield,doi
oai:repo.scoap3.org:17501,2019-08-01T09:39:26Z,DOI10.1007/JHEP10(2016)035,10.1007/jhep10(2016)035
oai:repo.scoap3.org:17431,2019-08-01T09:41:05Z,DOI10.1007/JHEP10(2016)019,10.1007/jhep10(2016)019
oai:repo.scoap3.org:14982,2019-08-01T09:50:37Z,DOI10.1007/JHEP03(2016)161,10.1007/jhep03(2016)161
oai:repo.scoap3.org:21402,2019-08-01T09:51:46Z,DOI10.1007/JHEP09(2017)024,10.1007/jhep09(2017)024
oai:repo.scoap3.org:14986,2019-08-01T09:52:54Z,DOI10.1007/JHEP03(2016)188,10.1007/jhep03(2016)188
oai:repo.scoap3.org:21308,2019-08-01T09:52:54Z,DOI10.1007/JHEP08(2017)125,10.1007/jhep08(2017)125
oai:repo.scoap3.org:17187,2019-08-01T09:46:27Z,DOI10.1007/JHEP09(2016)090,10.1007/jhep09(2016)090
oai:repo.scoap3.org:21301,2019-08-01T09:54:23Z,DOI10.1007/JHEP08(2017)118,10.1007/jhep08(2017)118
oai:repo.scoap3.org:25044,2019-08-01T09:50:31Z,DOI10.1007/JHEP04(2018)109,10.1007/jhep04(2018)109
oai:repo.scoap3.org:22081,2019-08-01T09:50:56Z,DOI10.1007/JHEP10(2017)185,10.1007/jhep10(2017)185
oai:repo.scoap3.org:14743,2019-08-01T09:43:41Z,DOI10.1007/JHEP03(2016)072,10.1007/jhep03(2016)072
oai:repo.scoap3.org:14742,2019-08-01T09:39:26Z,DOI10.1007/JHEP03(2016)070,10.1007/jhep03(2016)070
oai:repo.scoap3.org:14746,2019-08-01T09:46:36Z,DOI10.1007/JHEP03(2016)077,10.1007/jhep03(2016)077
oai:repo.scoap3.org:13421,2019-08-01T09:45:33Z,DOI10.1007/JHEP01(2016)076,10.1007/jhep01(2016)076
oai:repo.scoap3.org:13351,2019-08-01T09:47:45Z,DOI10.1007/JHEP01(2016)018,10.1007/jhep01(2016)018
oai:repo.scoap3.org:13357,2019-08-01T09:45:33Z,DOI10.1007/JHEP01(2016)033,10.1007/jhep01(2016)033
oai:repo.scoap3.org:13355,2019-08-01T09:50:26Z,DOI10.1007/JHEP01(2016)029,10.1007/jhep01(2016)029
oai:repo.scoap3.org:20140,2019-08-01T09:57:16Z,DOI10.1007/JHEP05(2017)095,10.1007/jhep05(2017)095
oai:repo.scoap3.org:17437,2019-08-01T09:43:05Z,DOI10.1007/JHEP10(2016)040,10.1007/jhep10(2016)040
oai:repo.scoap3.org:16928,2019-08-01T09:46:32Z,DOI10.1007/JHEP08(2016)144,10.1007/jhep08(2016)144
oai:repo.scoap3.org:16924,2019-08-01T09:39:47Z,DOI10.1007/JHEP08(2016)129,10.1007/jhep08(2016)129
oai:repo.scoap3.org:16923,2019-08-01T09:44:40Z,DOI10.1007/JHEP08(2016)128,10.1007/jhep08(2016)128
oai:repo.scoap3.org:14564,2019-08-01T09:39:47Z,DOI10.1007/JHEP02(2016)180,10.1007/jhep02(2016)180
oai:repo.scoap3.org:15581,2019-08-01T09:45:36Z,DOI10.1007/JHEP05(2016)063,10.1007/jhep05(2016)063
oai:repo.scoap3.org:20211,2019-08-01T09:46:27Z,DOI10.1007/JHEP05(2017)117,10.1007/jhep05(2017)117
oai:repo.scoap3.org:15583,2019-08-01T09:47:48Z,DOI10.1007/JHEP05(2016)066,10.1007/jhep05(2016)066
oai:repo.scoap3.org:15908,2019-08-01T09:52:30Z,DOI10.1007/JHEP06(2016)036,10.1007/jhep06(2016)036
oai:repo.scoap3.org:15907,2019-08-01T09:47:48Z,DOI10.1007/JHEP06(2016)035,10.1007/jhep06(2016)035
oai:repo.scoap3.org:21884,2019-08-01T09:47:48Z,DOI10.1007/JHEP10(2017)084,10.1007/jhep10(2017)084
oai:repo.scoap3.org:22951,2019-08-01T09:52:59Z,DOI10.1007/JHEP01(2018)005,10.1007/jhep01(2018)005
oai:repo.scoap3.org:14368,2019-08-01T09:48:33Z,DOI10.1007/JHEP02(2016)103,10.1007/jhep02(2016)103
oai:repo.scoap3.org:14363,2019-08-01T09:44:27Z,DOI10.1007/JHEP02(2016)089,10.1007/jhep02(2016)089
oai:repo.scoap3.org:14367,2019-08-01T09:35:30Z,DOI10.1007/JHEP02(2016)102,10.1007/jhep02(2016)102
oai:repo.scoap3.org:20459,2019-08-01T09:35:30Z,DOI10.1007/JHEP06(2017)065,10.1007/jhep06(2017)065
oai:repo.scoap3.org:18334,2019-08-01T09:56:47Z,DOI10.1007/JHEP12(2016)081,10.1007/jhep12(2016)081
oai:repo.scoap3.org:18337,2019-08-01T09:41:05Z,DOI10.1007/JHEP12(2016)074,10.1007/jhep12(2016)074
oai:repo.scoap3.org:18331,2019-08-01T09:53:00Z,DOI10.1007/JHEP12(2016)076,10.1007/jhep12(2016)076
oai:repo.scoap3.org:18332,2019-08-01T09:48:40Z,DOI10.1007/JHEP12(2016)077,10.1007/jhep12(2016)077
oai:repo.scoap3.org:20286,2019-08-01T09:44:46Z,DOI10.1007/JHEP05(2017)157,10.1007/jhep05(2017)157
oai:repo.scoap3.org:18333,2019-08-01T09:48:40Z,DOI10.1007/JHEP12(2016)079,10.1007/jhep12(2016)079
oai:repo.scoap3.org:21790,2019-08-01T09:48:40Z,DOI10.1007/JHEP10(2017)013,10.1007/jhep10(2017)013
oai:repo.scoap3.org:15456,2019-08-01T09:57:19Z,DOI10.1007/JHEP05(2016)001,10.1007/jhep05(2016)001
oai:repo.scoap3.org:14455,2019-08-01T09:55:37Z,DOI10.1007/JHEP02(2016)140,10.1007/jhep02(2016)140
oai:repo.scoap3.org:14454,2019-08-01T09:52:40Z,DOI10.1007/JHEP02(2016)139,10.1007/jhep02(2016)139
oai:repo.scoap3.org:15291,2019-08-01T09:56:54Z,DOI10.1007/JHEP04(2016)109,10.1007/jhep04(2016)109
oai:repo.scoap3.org:15293,2019-08-01T09:39:08Z,DOI10.1007/JHEP04(2016)115,10.1007/jhep04(2016)115
oai:repo.scoap3.org:18214,2019-08-01T09:50:03Z,DOI10.1007/JHEP12(2016)025,10.1007/jhep12(2016)025
oai:repo.scoap3.org:20085,2019-08-01T09:38:15Z,DOI10.1007/JHEP05(2017)078,10.1007/jhep05(2017)078
oai:repo.scoap3.org:15675,2019-08-01T09:54:50Z,DOI10.1007/JHEP05(2016)096,10.1007/jhep05(2016)096
oai:repo.scoap3.org:19838,2019-08-01T09:43:38Z,DOI10.1007/JHEP04(2017)117,10.1007/jhep04(2017)117
oai:repo.scoap3.org:19836,2019-08-01T09:35:55Z,DOI10.1007/JHEP04(2017)126,10.1007/jhep04(2017)126
oai:repo.scoap3.org:15183,2019-08-01T09:42:43Z,DOI10.1007/JHEP04(2016)067,10.1007/jhep04(2016)067
oai:repo.scoap3.org:15072,2019-08-01T09:52:56Z,DOI10.1007/JHEP04(2016)014,10.1007/jhep04(2016)014
oai:repo.scoap3.org:21548,2019-08-01T09:54:17Z,DOI10.1007/JHEP09(2017)080,10.1007/jhep09(2017)080
oai:repo.scoap3.org:24639,2019-08-01T09:48:18Z,DOI10.1007/JHEP03(2018)178,10.1007/jhep03(2018)178
oai:repo.scoap3.org:18390,2019-08-01T09:54:31Z,DOI10.1007/JHEP12(2016)103,10.1007/jhep12(2016)103
oai:repo.scoap3.org:18399,2019-08-01T09:54:55Z,DOI10.1007/JHEP12(2016)116,10.1007/jhep12(2016)116
oai:repo.scoap3.org:18267,2019-08-01T09:54:10Z,DOI10.1007/JHEP12(2016)041,10.1007/jhep12(2016)041
oai:repo.scoap3.org:20082,2019-08-01T09:40:11Z,DOI10.1007/JHEP05(2017)075,10.1007/jhep05(2017)075
oai:repo.scoap3.org:18488,2019-08-01T09:38:38Z,DOI10.1007/JHEP12(2016)155,10.1007/jhep12(2016)155
oai:repo.scoap3.org:18482,2019-08-01T09:48:14Z,DOI10.1007/JHEP12(2016)152,10.1007/jhep12(2016)152
oai:repo.scoap3.org:18480,2019-08-01T09:55:37Z,DOI10.1007/JHEP12(2016)153,10.1007/jhep12(2016)153
oai:repo.scoap3.org:24833,2019-08-01T09:51:59Z,DOI10.1007/JHEP04(2018)026,10.1007/jhep04(2018)026
oai:repo.scoap3.org:18004,2019-08-01T09:38:38Z,DOI10.1007/JHEP11(2016)091,10.1007/jhep11(2016)091
oai:repo.scoap3.org:24265,2019-08-01T09:44:59Z,DOI10.1007/JHEP03(2018)053,10.1007/jhep03(2018)053
oai:repo.scoap3.org:16770,2019-08-01T09:45:33Z,DOI10.1007/JHEP08(2016)073,10.1007/jhep08(2016)073
oai:repo.scoap3.org:23304,2019-08-01T09:36:48Z,DOI10.1007/JHEP01(2018)117,10.1007/jhep01(2018)117
oai:repo.scoap3.org:16174,2019-08-01T09:56:49Z,DOI10.1007/JHEP06(2016)147,10.1007/jhep06(2016)147
oai:repo.scoap3.org:16177,2019-08-01T09:46:35Z,DOI10.1007/JHEP06(2016)150,10.1007/jhep06(2016)150
oai:repo.scoap3.org:18649,2019-08-01T09:47:58Z,DOI10.1007/JHEP01(2017)075,10.1007/jhep01(2017)075
oai:repo.scoap3.org:18132,2019-08-01T09:51:59Z,DOI10.1007/JHEP11(2016)179,10.1007/jhep11(2016)179
oai:repo.scoap3.org:18131,2019-08-01T09:46:56Z,DOI10.1007/JHEP11(2016)178,10.1007/jhep11(2016)178
oai:repo.scoap3.org:22262,2019-08-01T09:46:35Z,DOI10.1007/JHEP10(2017)197,10.1007/jhep10(2017)197
oai:repo.scoap3.org:19282,2019-08-01T09:38:38Z,DOI10.1007/JHEP03(2017)046,10.1007/jhep03(2017)046
oai:repo.scoap3.org:19721,2019-08-01T09:57:16Z,DOI10.1007/JHEP04(2017)068,10.1007/jhep04(2017)068
oai:repo.scoap3.org:21293,2019-08-01T09:51:46Z,DOI10.1007/JHEP08(2017)110,10.1007/jhep08(2017)110
oai:repo.scoap3.org:24717,2019-08-01T09:39:04Z,DOI10.1007/JHEP03(2018)197,10.1007/jhep03(2018)197
oai:repo.scoap3.org:16969,2019-08-01T09:48:25Z,DOI10.1007/JHEP08(2016)161,10.1007/jhep08(2016)161
oai:repo.scoap3.org:24258,2019-08-01T09:40:06Z,DOI10.1007/JHEP03(2018)044,10.1007/jhep03(2018)044
oai:repo.scoap3.org:20101,2019-08-01T09:54:31Z,DOI10.1007/JHEP05(2017)055,10.1007/jhep05(2017)055
oai:repo.scoap3.org:48950,2019-08-09T09:22:31Z,DOI10.1103/PhysRevD.100.046004,10.1103/physrevd.100.046004
oai:repo.scoap3.org:21453,2019-08-01T09:49:57Z,DOI10.1007/JHEP09(2017)032,10.1007/jhep09(2017)032
oai:repo.scoap3.org:14552,2019-08-01T09:56:15Z,DOI10.1007/JHEP02(2016)169,10.1007/jhep02(2016)169
oai:repo.scoap3.org:23256,2019-08-01T09:56:15Z,DOI10.1007/JHEP01(2018)113,10.1007/jhep01(2018)113
oai:repo.scoap3.org:22517,2019-08-01T09:40:47Z,DOI10.1007/JHEP11(2017)175,10.1007/jhep11(2017)175
oai:repo.scoap3.org:48952,2019-08-10T00:30:29Z,DOI10.1103/PhysRevLett.123.062001,10.1103/physrevlett.123.062001
oai:repo.scoap3.org:17680,2019-08-01T09:38:08Z,DOI10.1007/JHEP10(2016)140,10.1007/jhep10(2016)140
oai:repo.scoap3.org:17683,2019-08-01T09:45:22Z,DOI10.1007/JHEP10(2016)143,10.1007/jhep10(2016)143
oai:repo.scoap3.org:23899,2019-08-01T09:40:59Z,DOI10.1007/JHEP02(2018)128,10.1007/jhep02(2018)128
oai:repo.scoap3.org:14495,2019-08-01T09:45:14Z,DOI10.1007/JHEP02(2016)161,10.1007/jhep02(2016)161
oai:repo.scoap3.org:14493,2019-08-01T09:45:43Z,DOI10.1007/JHEP02(2016)159,10.1007/jhep02(2016)159
oai:repo.scoap3.org:18031,2019-08-01T09:51:12Z,DOI10.1007/JHEP11(2016)115,10.1007/jhep11(2016)115
oai:repo.scoap3.org:19130,2019-08-01T09:57:16Z,DOI10.1007/JHEP02(2017)116,10.1007/jhep02(2017)116
oai:repo.scoap3.org:48954,2019-08-09T09:23:11Z,DOI10.1103/PhysRevD.100.032003,10.1103/physrevd.100.032003
oai:repo.scoap3.org:21812,2019-08-01T09:45:14Z,DOI10.1007/JHEP10(2017)034,10.1007/jhep10(2017)034
oai:repo.scoap3.org:15725,2019-08-01T09:41:31Z,DOI10.1007/JHEP05(2016)127,10.1007/jhep05(2016)127
oai:repo.scoap3.org:18991,2019-08-01T09:37:08Z,DOI10.1007/JHEP02(2017)068,10.1007/jhep02(2017)068
oai:repo.scoap3.org:20253,2019-08-01T09:52:46Z,DOI10.1007/JHEP05(2017)135,10.1007/jhep05(2017)135
oai:repo.scoap3.org:19684,2019-08-01T09:35:25Z,DOI10.1007/JHEP04(2017)049,10.1007/jhep04(2017)049
oai:repo.scoap3.org:17613,2019-08-01T09:45:16Z,DOI10.1007/JHEP10(2016)113,10.1007/jhep10(2016)113
oai:repo.scoap3.org:17610,2019-08-01T09:47:10Z,DOI10.1007/JHEP10(2016)068,10.1007/jhep10(2016)068
oai:repo.scoap3.org:48955,2019-08-09T09:23:23Z,DOI10.1103/PhysRevC.100.025203,10.1103/physrevc.100.025203
oai:repo.scoap3.org:17226,2019-08-01T09:51:26Z,DOI10.1007/JHEP09(2016)105,10.1007/jhep09(2016)105
oai:repo.scoap3.org:19349,2019-08-01T09:46:37Z,DOI10.1007/JHEP03(2017)071,10.1007/jhep03(2017)071
oai:repo.scoap3.org:19611,2019-08-01T09:35:55Z,DOI10.1007/JHEP04(2017)017,10.1007/jhep04(2017)017
oai:repo.scoap3.org:24842,2019-08-01T09:48:05Z,DOI10.1007/JHEP04(2018)012,10.1007/jhep04(2018)012
oai:repo.scoap3.org:19818,2019-08-01T09:41:53Z,DOI10.1007/JHEP04(2017)122,10.1007/jhep04(2017)122
oai:repo.scoap3.org:17085,2019-08-01T09:43:31Z,DOI10.1007/JHEP09(2016)044,10.1007/jhep09(2016)044
oai:repo.scoap3.org:14624,2019-08-01T09:36:41Z,DOI10.1007/JHEP03(2016)024,10.1007/jhep03(2016)024
oai:repo.scoap3.org:14993,2019-08-01T09:46:56Z,DOI10.1007/JHEP03(2016)192,10.1007/jhep03(2016)192
oai:repo.scoap3.org:21319,2019-08-01T09:52:28Z,DOI10.1007/JHEP08(2017)135,10.1007/jhep08(2017)135
oai:repo.scoap3.org:20561,2019-08-01T09:41:50Z,DOI10.1007/JHEP06(2017)093,10.1007/jhep06(2017)093
oai:repo.scoap3.org:21311,2019-08-01T09:39:57Z,DOI10.1007/JHEP08(2017)128,10.1007/jhep08(2017)128
oai:repo.scoap3.org:15057,2019-08-01T09:37:28Z,DOI10.1007/JHEP04(2016)009,10.1007/jhep04(2016)009
oai:repo.scoap3.org:24667,2019-08-01T09:55:51Z,DOI10.1007/JHEP03(2018)120,10.1007/jhep03(2018)120
oai:repo.scoap3.org:22536,2019-08-01T09:54:36Z,DOI10.1007/JHEP11(2017)194,10.1007/jhep11(2017)194
oai:repo.scoap3.org:22535,2019-08-01T09:54:36Z,DOI10.1007/JHEP11(2017)190,10.1007/jhep11(2017)190
oai:repo.scoap3.org:20387,2019-08-01T09:54:29Z,DOI10.1007/JHEP06(2017)029,10.1007/jhep06(2017)029
oai:repo.scoap3.org:16625,2019-08-01T09:57:22Z,DOI10.1007/JHEP07(2016)149,10.1007/jhep07(2016)149
oai:repo.scoap3.org:16626,2019-08-01T09:50:07Z,DOI10.1007/JHEP07(2016)150,10.1007/jhep07(2016)150
oai:repo.scoap3.org:20915,2019-08-01T09:39:59Z,DOI10.1007/JHEP07(2017)134,10.1007/jhep07(2017)134
oai:repo.scoap3.org:24081,2019-08-01T09:40:30Z,DOI10.1007/JHEP02(2018)176,10.1007/jhep02(2018)176
oai:repo.scoap3.org:16712,2019-08-01T09:52:14Z,DOI10.1007/JHEP08(2016)038,10.1007/jhep08(2016)038
oai:repo.scoap3.org:41577,2019-08-01T09:42:29Z,DOI10.1016/j.physletb.2018.07.038,10.1016/j.physletb.2018.07.038
oai:repo.scoap3.org:41578,2019-08-01T09:55:34Z,DOI10.1016/j.physletb.2018.07.036,10.1016/j.physletb.2018.07.036
oai:repo.scoap3.org:41583,2019-08-01T09:37:33Z,DOI10.1016/j.nuclphysb.2018.06.001,10.1016/j.nuclphysb.2018.06.001
oai:repo.scoap3.org:41591,2019-08-01T09:37:33Z,DOI10.1016/j.physletb.2018.07.020,10.1016/j.physletb.2018.07.020
oai:repo.scoap3.org:41593,2019-08-01T09:55:34Z,DOI10.1016/j.physletb.2018.07.008,10.1016/j.physletb.2018.07.008
oai:repo.scoap3.org:41605,2019-08-01T09:43:05Z,DOI10.1016/j.physletb.2018.07.014,10.1016/j.physletb.2018.07.014
oai:repo.scoap3.org:41608,2019-08-01T09:38:38Z,DOI10.1016/j.physletb.2018.06.066,10.1016/j.physletb.2018.06.066
oai:repo.scoap3.org:41614,2019-08-01T09:45:46Z,DOI10.1016/j.physletb.2018.07.027,10.1016/j.physletb.2018.07.027
oai:repo.scoap3.org:41618,2019-08-01T09:45:02Z,DOI10.1016/j.nuclphysb.2018.07.002,10.1016/j.nuclphysb.2018.07.002
oai:repo.scoap3.org:41622,2019-08-01T09:55:43Z,DOI10.1016/j.physletb.2018.07.003,10.1016/j.physletb.2018.07.003
oai:repo.scoap3.org:41630,2019-08-01T09:45:04Z,DOI10.1016/j.physletb.2018.07.022,10.1016/j.physletb.2018.07.022
oai:repo.scoap3.org:41639,2019-08-01T09:41:29Z,DOI10.1016/j.nuclphysb.2018.07.013,10.1016/j.nuclphysb.2018.07.013
oai:repo.scoap3.org:41641,2019-08-01T09:38:46Z,DOI10.1016/j.nuclphysb.2018.07.021,10.1016/j.nuclphysb.2018.07.021
oai:repo.scoap3.org:41644,2019-08-01T09:58:08Z,DOI10.1140/epjc/s10052-018-6076-6,10.1140/epjc/s10052-018-6076-6
oai:repo.scoap3.org:41650,2019-08-01T09:52:28Z,DOI10.1103/PhysRevD.98.014032,10.1103/physrevd.98.014032
oai:repo.scoap3.org:41653,2019-08-01T09:52:28Z,DOI10.1103/PhysRevD.98.015033,10.1103/physrevd.98.015033
oai:repo.scoap3.org:41661,2019-08-01T09:51:14Z,DOI10.1103/PhysRevD.98.014035,10.1103/physrevd.98.014035
oai:repo.scoap3.org:41664,2019-08-01T09:51:48Z,DOI10.1140/epjc/s10052-018-6070-z,10.1140/epjc/s10052-018-6070-z
oai:repo.scoap3.org:41665,2019-08-01T09:56:04Z,DOI10.1007/JHEP07(2018)153,10.1007/jhep07(2018)153
oai:repo.scoap3.org:41669,2019-08-01T09:51:26Z,DOI10.1007/JHEP07(2018)162,10.1007/jhep07(2018)162
oai:repo.scoap3.org:27017,2019-08-01T09:39:26Z,DOI10.1088/1674-1137/42/8/083108,10.1088/1674-1137/42/8/083108
oai:repo.scoap3.org:27014,2019-08-01T09:48:50Z,DOI10.1088/1674-1137/42/8/083104,10.1088/1674-1137/42/8/083104
oai:repo.scoap3.org:41678,2019-08-01T09:39:26Z,DOI10.1016/j.physletb.2018.07.044,10.1016/j.physletb.2018.07.044
oai:repo.scoap3.org:41685,2019-08-01T09:55:47Z,DOI10.1103/PhysRevD.98.015035,10.1103/physrevd.98.015035
oai:repo.scoap3.org:41687,2019-08-01T09:55:47Z,DOI10.1103/PhysRevD.98.014037,10.1103/physrevd.98.014037
oai:repo.scoap3.org:41690,2019-08-01T09:53:46Z,DOI10.1103/PhysRevLett.121.041602,10.1103/physrevlett.121.041602
oai:repo.scoap3.org:41692,2019-08-01T09:39:35Z,DOI10.1016/j.physletb.2018.07.046,10.1016/j.physletb.2018.07.046
oai:repo.scoap3.org:41694,2019-08-01T09:54:17Z,DOI10.1007/JHEP07(2018)160,10.1007/jhep07(2018)160
oai:repo.scoap3.org:41697,2019-08-01T09:47:31Z,DOI10.1007/JHEP07(2018)167,10.1007/jhep07(2018)167
oai:repo.scoap3.org:41698,2019-08-01T09:47:42Z,DOI10.1007/JHEP07(2018)166,10.1007/jhep07(2018)166
oai:repo.scoap3.org:49028,2019-08-09T09:29:08Z,DOI10.1103/PhysRevD.100.045005,10.1103/physrevd.100.045005
oai:repo.scoap3.org:41702,2019-08-01T09:57:35Z,DOI10.1016/j.nuclphysb.2018.07.014,10.1016/j.nuclphysb.2018.07.014
oai:repo.scoap3.org:41706,2019-08-01T09:51:02Z,DOI10.1103/PhysRevD.98.025023,10.1103/physrevd.98.025023
oai:repo.scoap3.org:41707,2019-08-01T09:50:59Z,DOI10.1103/PhysRevD.98.015036,10.1103/physrevd.98.015036
oai:repo.scoap3.org:41726,2019-08-01T09:50:59Z,DOI10.1103/PhysRevD.98.026031,10.1103/physrevd.98.026031
oai:repo.scoap3.org:41727,2019-08-01T09:53:46Z,DOI10.1103/PhysRevD.98.023020,10.1103/physrevd.98.023020
oai:repo.scoap3.org:41728,2019-08-01T09:43:47Z,DOI10.1103/PhysRevD.98.012004,10.1103/physrevd.98.012004
oai:repo.scoap3.org:41734,2019-08-01T09:54:10Z,DOI10.1007/JHEP07(2018)173,10.1007/jhep07(2018)173
oai:repo.scoap3.org:41738,2019-08-01T09:54:10Z,DOI10.1016/j.nuclphysb.2018.07.024,10.1016/j.nuclphysb.2018.07.024
oai:repo.scoap3.org:41748,2019-08-01T09:48:29Z,DOI10.1103/PhysRevLett.121.052002,10.1103/physrevlett.121.052002
oai:repo.scoap3.org:41752,2019-08-01T09:35:25Z,DOI10.1103/PhysRevD.98.015040,10.1103/physrevd.98.015040
oai:repo.scoap3.org:41754,2019-08-01T09:51:30Z,DOI10.1140/epjc/s10052-018-6067-7,10.1140/epjc/s10052-018-6067-7
oai:repo.scoap3.org:41761,2019-08-01T09:50:34Z,DOI10.1007/JHEP07(2018)184,10.1007/jhep07(2018)184
oai:repo.scoap3.org:41763,2019-08-01T09:48:29Z,DOI10.1007/JHEP07(2018)182,10.1007/jhep07(2018)182
oai:repo.scoap3.org:41770,2019-08-01T09:42:07Z,DOI10.1140/epjc/s10052-018-6092-6,10.1140/epjc/s10052-018-6092-6
oai:repo.scoap3.org:41771,2019-08-01T09:54:17Z,DOI10.1140/epjc/s10052-018-6097-1,10.1140/epjc/s10052-018-6097-1
oai:repo.scoap3.org:41797,2019-08-01T09:48:40Z,DOI10.1140/epjc/s10052-018-6102-8,10.1140/epjc/s10052-018-6102-8
oai:repo.scoap3.org:41801,2019-08-01T09:53:17Z,DOI10.1007/JHEP08(2018)006,10.1007/jhep08(2018)006
oai:repo.scoap3.org:41804,2019-08-01T09:54:39Z,DOI10.1007/JHEP08(2018)003,10.1007/jhep08(2018)003
oai:repo.scoap3.org:41807,2019-08-01T09:52:30Z,DOI10.1016/j.physletb.2018.07.015,10.1016/j.physletb.2018.07.015
oai:repo.scoap3.org:41812,2019-08-01T09:38:29Z,DOI10.1016/j.physletb.2018.07.059,10.1016/j.physletb.2018.07.059
oai:repo.scoap3.org:41821,2019-08-01T09:43:10Z,DOI10.1103/PhysRevD.98.034003,10.1103/physrevd.98.034003
oai:repo.scoap3.org:41825,2019-08-01T09:42:07Z,DOI10.1007/JHEP08(2018)009,10.1007/jhep08(2018)009
oai:repo.scoap3.org:41828,2019-08-01T09:49:13Z,DOI10.1007/JHEP08(2018)012,10.1007/jhep08(2018)012
oai:repo.scoap3.org:41839,2019-08-01T09:53:23Z,DOI10.1140/epjc/s10052-018-6118-0,10.1140/epjc/s10052-018-6118-0
oai:repo.scoap3.org:41841,2019-08-01T09:49:30Z,DOI10.1103/PhysRevD.98.046003,10.1103/physrevd.98.046003
oai:repo.scoap3.org:41844,2019-08-01T09:44:33Z,DOI10.1103/PhysRevD.98.034007,10.1103/physrevd.98.034007
oai:repo.scoap3.org:41845,2019-08-01T09:46:32Z,DOI10.1103/PhysRevLett.121.061802,10.1103/physrevlett.121.061802
oai:repo.scoap3.org:41850,2019-08-01T09:41:43Z,DOI10.1103/PhysRevD.98.032002,10.1103/physrevd.98.032002
oai:repo.scoap3.org:41873,2019-08-01T09:36:52Z,DOI10.1103/PhysRevLett.121.062002,10.1103/physrevlett.121.062002
oai:repo.scoap3.org:41875,2019-08-01T09:52:28Z,DOI10.1007/JHEP08(2018)022,10.1007/jhep08(2018)022
oai:repo.scoap3.org:41878,2019-08-01T09:58:26Z,DOI10.1007/JHEP08(2018)024,10.1007/jhep08(2018)024
oai:repo.scoap3.org:41880,2019-08-01T09:44:46Z,DOI10.1007/JHEP08(2018)021,10.1007/jhep08(2018)021
oai:repo.scoap3.org:41884,2019-08-01T09:39:35Z,DOI10.1007/JHEP08(2018)017,10.1007/jhep08(2018)017
oai:repo.scoap3.org:41885,2019-08-01T09:39:24Z,DOI10.1007/JHEP08(2018)015,10.1007/jhep08(2018)015
oai:repo.scoap3.org:41892,2019-08-01T09:40:13Z,DOI10.1103/PhysRevD.98.036005,10.1103/physrevd.98.036005
oai:repo.scoap3.org:41894,2019-08-01T09:51:17Z,DOI10.1103/PhysRevD.98.023524,10.1103/physrevd.98.023524
oai:repo.scoap3.org:41906,2019-08-01T09:42:35Z,DOI10.1103/PhysRevD.98.016011,10.1103/physrevd.98.016011
oai:repo.scoap3.org:41909,2019-08-01T09:35:57Z,DOI10.1103/PhysRevD.98.015027,10.1103/physrevd.98.015027
oai:repo.scoap3.org:41920,2019-08-01T09:49:04Z,DOI10.1007/JHEP08(2018)027,10.1007/jhep08(2018)027
oai:repo.scoap3.org:41926,2019-08-01T09:42:29Z,DOI10.1140/epjc/s10052-018-6086-4,10.1140/epjc/s10052-018-6086-4
oai:repo.scoap3.org:41935,2019-08-01T09:58:22Z,DOI10.1007/JHEP08(2018)041,10.1007/jhep08(2018)041
oai:repo.scoap3.org:41939,2019-08-01T09:51:26Z,DOI10.1007/JHEP08(2018)036,10.1007/jhep08(2018)036
oai:repo.scoap3.org:41944,2019-08-01T09:37:06Z,DOI10.1016/j.physletb.2018.07.060,10.1016/j.physletb.2018.07.060
oai:repo.scoap3.org:41947,2019-08-01T09:36:35Z,DOI10.1140/epjc/s10052-018-6106-4,10.1140/epjc/s10052-018-6106-4
oai:repo.scoap3.org:41949,2019-08-01T09:43:13Z,DOI10.1103/PhysRevD.98.036007,10.1103/physrevd.98.036007
oai:repo.scoap3.org:41951,2019-08-01T09:44:02Z,DOI10.1103/PhysRevD.98.035015,10.1103/physrevd.98.035015
oai:repo.scoap3.org:41955,2019-08-01T09:37:06Z,DOI10.1103/PhysRevD.98.032006,10.1103/physrevd.98.032006
oai:repo.scoap3.org:41959,2019-08-01T09:40:52Z,DOI10.1016/j.nuclphysb.2018.08.003,10.1016/j.nuclphysb.2018.08.003
oai:repo.scoap3.org:41971,2019-08-01T09:37:01Z,DOI10.1007/JHEP08(2018)049,10.1007/jhep08(2018)049
oai:repo.scoap3.org:41975,2019-08-01T09:58:16Z,DOI10.1140/epjc/s10052-018-6115-3,10.1140/epjc/s10052-018-6115-3
oai:repo.scoap3.org:41978,2019-08-01T09:58:16Z,DOI10.1016/j.physletb.2018.08.012,10.1016/j.physletb.2018.08.012
oai:repo.scoap3.org:41984,2019-08-01T09:38:53Z,DOI10.1103/PhysRevD.98.035018,10.1103/physrevd.98.035018
oai:repo.scoap3.org:41991,2019-08-01T09:49:59Z,DOI10.1103/PhysRevD.98.044019,10.1103/physrevd.98.044019
oai:repo.scoap3.org:41992,2019-08-01T09:44:24Z,DOI10.1103/PhysRevD.98.046010,10.1103/physrevd.98.046010
oai:repo.scoap3.org:41993,2019-08-01T09:38:58Z,DOI10.1103/PhysRevD.98.033001,10.1103/physrevd.98.033001
oai:repo.scoap3.org:41997,2019-08-01T09:37:22Z,DOI10.1140/epjc/s10052-018-6134-0,10.1140/epjc/s10052-018-6134-0
