journal_title,publisher,issn,year,license,jn_published,year_all,year_publisher_all,license_ref_n
Solar Energy Materials and Solar Cells,Elsevier BV,0927-0248,2015,http://creativecommons.org/licenses/by/4.0,533,721351,345948,2
Solar Energy Materials and Solar Cells,Elsevier BV,0927-0248,2015,http://creativecommons.org/licenses/by-nc-nd/3.0,533,721351,345948,2
Solar Energy Materials and Solar Cells,Elsevier BV,0927-0248,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,533,721351,345948,4
Solar Energy Materials and Solar Cells,Elsevier BV,0927-0248,2016,http://creativecommons.org/licenses/by/4.0,622,746980,363208,9
Solar Energy Materials and Solar Cells,Elsevier BV,0927-0248,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,622,746980,363208,3
Solar Energy Materials and Solar Cells,Elsevier BV,0927-0248,2017,http://creativecommons.org/licenses/by/4.0,640,792782,395929,14
Solar Energy Materials and Solar Cells,Elsevier BV,0927-0248,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,640,792782,395929,6
Solar Physics,Springer Nature,0038-0938,2013,NA,255,682920,141074,NA
Solar Physics,Springer Nature,0038-0938,2014,NA,181,708693,150822,NA
Solar Physics,Springer Nature,0038-0938,2015,http://creativecommons.org/licenses/by/4.0,186,721351,153820,1
Solar Physics,Springer Nature,0038-0938,2016,http://creativecommons.org/licenses/by/4.0,209,746980,160585,20
Solar Physics,Springer Nature,0038-0938,2017,http://creativecommons.org/licenses/by/4.0,181,792782,162006,25
Solid-State Electronics,Elsevier BV,0038-1101,2013,NA,313,682920,323264,NA
Solid-State Electronics,Elsevier BV,0038-1101,2014,NA,199,708693,333938,NA
Solid-State Electronics,Elsevier BV,0038-1101,2015,http://creativecommons.org/licenses/by/4.0,270,721351,345948,1
Solid-State Electronics,Elsevier BV,0038-1101,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,270,721351,345948,1
Solid-State Electronics,Elsevier BV,0038-1101,2016,http://creativecommons.org/licenses/by/4.0,236,746980,363208,1
Solid-State Electronics,Elsevier BV,0038-1101,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,236,746980,363208,2
Solid-State Electronics,Elsevier BV,0038-1101,2017,NA,277,792782,395929,NA
Solid State Ionics,Elsevier BV,0167-2738,2013,http://creativecommons.org/licenses/by-nc-nd/3.0,328,682920,323264,2
Solid State Ionics,Elsevier BV,0167-2738,2014,http://creativecommons.org/licenses/by/3.0,479,708693,333938,1
Solid State Ionics,Elsevier BV,0167-2738,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,479,708693,333938,3
Solid State Ionics,Elsevier BV,0167-2738,2015,http://creativecommons.org/licenses/by/3.0,294,721351,345948,2
Solid State Ionics,Elsevier BV,0167-2738,2015,http://creativecommons.org/licenses/by-nc-nd/3.0,294,721351,345948,1
Solid State Ionics,Elsevier BV,0167-2738,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,294,721351,345948,2
Solid State Ionics,Elsevier BV,0167-2738,2016,http://creativecommons.org/licenses/by/4.0,337,746980,363208,4
Solid State Ionics,Elsevier BV,0167-2738,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,337,746980,363208,2
Solid State Ionics,Elsevier BV,0167-2738,2017,http://creativecommons.org/licenses/by/4.0,340,792782,395929,2
Solid State Ionics,Elsevier BV,0167-2738,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,340,792782,395929,1
Somnologie - Schlafforschung und Schlafmedizin,Springer Nature,1432-9123,2013,NA,44,682920,141074,NA
Somnologie - Schlafforschung und Schlafmedizin,Springer Nature,1432-9123,2014,NA,45,708693,150822,NA
Somnologie - Schlafforschung und Schlafmedizin,Springer Nature,1432-9123,2015,NA,42,721351,153820,NA
Somnologie - Schlafforschung und Schlafmedizin,Springer Nature,1432-9123,2016,http://creativecommons.org/licenses/by/4.0,59,746980,160585,3
Somnologie - Schlafforschung und Schlafmedizin,Springer Nature,1432-9123,2017,http://creativecommons.org/licenses/by/4.0,47,792782,162006,4
Sophia,Springer Nature,0038-1527,2013,NA,45,682920,141074,NA
Sophia,Springer Nature,0038-1527,2014,NA,56,708693,150822,NA
Sophia,Springer Nature,0038-1527,2015,NA,52,721351,153820,NA
Sophia,Springer Nature,0038-1527,2016,http://creativecommons.org/licenses/by/4.0,56,746980,160585,2
Sophia,Springer Nature,0038-1527,2017,http://creativecommons.org/licenses/by/4.0,65,792782,162006,6
Soziale Probleme,Springer Nature,0939-608X,2015,NA,12,721351,153820,NA
Soziale Probleme,Springer Nature,0939-608X,2016,http://creativecommons.org/licenses/by/4.0,12,746980,160585,1
Soziale Probleme,Springer Nature,0939-608X,2017,http://creativecommons.org/licenses/by/4.0,16,792782,162006,1
Space Science Reviews,Springer Nature,0038-6308,2013,http://creativecommons.org/licenses/by/2.0,79,682920,141074,2
Space Science Reviews,Springer Nature,0038-6308,2014,http://creativecommons.org/licenses/by/4.0,91,708693,150822,3
Space Science Reviews,Springer Nature,0038-6308,2015,http://creativecommons.org/licenses/by/4.0,102,721351,153820,3
Space Science Reviews,Springer Nature,0038-6308,2016,http://creativecommons.org/licenses/by/4.0,94,746980,160585,20
Space Science Reviews,Springer Nature,0038-6308,2017,http://creativecommons.org/licenses/by/4.0,129,792782,162006,27
Space Weather,Wiley-Blackwell,1542-7390,2013,NA,86,682920,99595,NA
Space Weather,Wiley-Blackwell,1542-7390,2014,NA,82,708693,103031,NA
Space Weather,Wiley-Blackwell,1542-7390,2015,NA,107,721351,105631,NA
Space Weather,Wiley-Blackwell,1542-7390,2016,NA,100,746980,108251,NA
Space Weather,Wiley-Blackwell,1542-7390,2017,http://creativecommons.org/licenses/by/4.0,143,792782,113049,1
Spatial and Spatio-temporal Epidemiology,Elsevier BV,1877-5845,2013,http://creativecommons.org/licenses/by/3.0,28,682920,323264,2
Spatial and Spatio-temporal Epidemiology,Elsevier BV,1877-5845,2013,http://creativecommons.org/licenses/by-nc-sa/3.0,28,682920,323264,1
Spatial and Spatio-temporal Epidemiology,Elsevier BV,1877-5845,2014,http://creativecommons.org/licenses/by/3.0,36,708693,333938,2
Spatial and Spatio-temporal Epidemiology,Elsevier BV,1877-5845,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,36,708693,333938,1
Spatial and Spatio-temporal Epidemiology,Elsevier BV,1877-5845,2015,NA,20,721351,345948,NA
Spatial and Spatio-temporal Epidemiology,Elsevier BV,1877-5845,2016,http://creativecommons.org/licenses/by/4.0,46,746980,363208,5
Spatial and Spatio-temporal Epidemiology,Elsevier BV,1877-5845,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,46,746980,363208,3
Spatial and Spatio-temporal Epidemiology,Elsevier BV,1877-5845,2017,http://creativecommons.org/licenses/by/4.0,28,792782,395929,1
Spatial Demography,Springer Nature,2364-2289,2013,NA,19,682920,141074,NA
Spatial Demography,Springer Nature,2364-2289,2014,NA,5,708693,150822,NA
Spatial Demography,Springer Nature,2364-2289,2015,NA,15,721351,153820,NA
Spatial Demography,Springer Nature,2364-2289,2016,NA,12,746980,160585,NA
Spatial Demography,Springer Nature,2364-2289,2017,http://creativecommons.org/licenses/by/4.0,9,792782,162006,2
Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,Elsevier BV,1386-1425,2013,http://creativecommons.org/licenses/by-nc-nd/3.0,1074,682920,323264,3
Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,Elsevier BV,1386-1425,2014,http://creativecommons.org/licenses/by/3.0,1491,708693,333938,1
Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,Elsevier BV,1386-1425,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,1491,708693,333938,2
Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,Elsevier BV,1386-1425,2015,http://creativecommons.org/licenses/by/4.0,1654,721351,345948,1
Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,Elsevier BV,1386-1425,2016,NA,604,746980,363208,NA
Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,Elsevier BV,1386-1425,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,807,792782,395929,1
Spectrochimica Acta Part B: Atomic Spectroscopy,Elsevier BV,0584-8547,2013,http://creativecommons.org/licenses/by/3.0,159,682920,323264,1
Spectrochimica Acta Part B: Atomic Spectroscopy,Elsevier BV,0584-8547,2014,http://creativecommons.org/licenses/by/3.0,190,708693,333938,2
Spectrochimica Acta Part B: Atomic Spectroscopy,Elsevier BV,0584-8547,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,190,708693,333938,1
Spectrochimica Acta Part B: Atomic Spectroscopy,Elsevier BV,0584-8547,2015,http://creativecommons.org/licenses/by-nc-nd/3.0,190,721351,345948,1
Spectrochimica Acta Part B: Atomic Spectroscopy,Elsevier BV,0584-8547,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,190,721351,345948,2
Spectrochimica Acta Part B: Atomic Spectroscopy,Elsevier BV,0584-8547,2016,http://creativecommons.org/licenses/by/4.0,195,746980,363208,2
Spectrochimica Acta Part B: Atomic Spectroscopy,Elsevier BV,0584-8547,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,195,746980,363208,2
Spectrochimica Acta Part B: Atomic Spectroscopy,Elsevier BV,0584-8547,2017,http://creativecommons.org/licenses/by/4.0,169,792782,395929,2
Spectrochimica Acta Part B: Atomic Spectroscopy,Elsevier BV,0584-8547,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,169,792782,395929,2
Spektrum der Augenheilkunde,Springer Nature,0930-4282,2013,NA,55,682920,141074,NA
Spektrum der Augenheilkunde,Springer Nature,0930-4282,2014,NA,41,708693,150822,NA
Spektrum der Augenheilkunde,Springer Nature,0930-4282,2015,NA,39,721351,153820,NA
Spektrum der Augenheilkunde,Springer Nature,0930-4282,2016,http://creativecommons.org/licenses/by/4.0,36,746980,160585,5
Spektrum der Augenheilkunde,Springer Nature,0930-4282,2017,http://creativecommons.org/licenses/by/4.0,60,792782,162006,5
Sport Sciences for Health,Springer Nature,1824-7490,2013,NA,28,682920,141074,NA
Sport Sciences for Health,Springer Nature,1824-7490,2014,NA,49,708693,150822,NA
Sport Sciences for Health,Springer Nature,1824-7490,2015,NA,39,721351,153820,NA
Sport Sciences for Health,Springer Nature,1824-7490,2016,http://creativecommons.org/licenses/by/4.0,86,746980,160585,2
Sport Sciences for Health,Springer Nature,1824-7490,2017,http://creativecommons.org/licenses/by/4.0,79,792782,162006,4
Sports Engineering,Springer Nature,1369-7072,2013,NA,40,682920,141074,NA
Sports Engineering,Springer Nature,1369-7072,2014,NA,19,708693,150822,NA
Sports Engineering,Springer Nature,1369-7072,2015,NA,24,721351,153820,NA
Sports Engineering,Springer Nature,1369-7072,2016,http://creativecommons.org/licenses/by/4.0,31,746980,160585,4
Sports Engineering,Springer Nature,1369-7072,2017,http://creativecommons.org/licenses/by/4.0,39,792782,162006,8
Sports Medicine,Springer Nature,0112-1642,2013,NA,123,682920,141074,NA
Sports Medicine,Springer Nature,0112-1642,2014,NA,161,708693,150822,NA
Sports Medicine,Springer Nature,0112-1642,2015,http://creativecommons.org/licenses/by/4.0,155,721351,153820,1
Sports Medicine,Springer Nature,0112-1642,2016,http://creativecommons.org/licenses/by/4.0,206,746980,160585,39
Sports Medicine,Springer Nature,0112-1642,2017,http://creativecommons.org/licenses/by/4.0,170,792782,162006,44
Sportwissenschaft,Springer Nature,0342-2380,2013,NA,45,682920,141074,NA
Sportwissenschaft,Springer Nature,0342-2380,2014,NA,34,708693,150822,NA
Sportwissenschaft,Springer Nature,0342-2380,2015,NA,39,721351,153820,NA
Sportwissenschaft,Springer Nature,0342-2380,2016,http://creativecommons.org/licenses/by/4.0,33,746980,160585,1
Springer Science Reviews,Springer Nature,2213-7793,2013,NA,13,682920,141074,NA
Springer Science Reviews,Springer Nature,2213-7793,2014,NA,12,708693,150822,NA
Springer Science Reviews,Springer Nature,2213-7793,2015,NA,10,721351,153820,NA
Springer Science Reviews,Springer Nature,2213-7793,2016,http://creativecommons.org/licenses/by/4.0,6,746980,160585,2
Springer Science Reviews,Springer Nature,2213-7793,2017,http://creativecommons.org/licenses/by/4.0,4,792782,162006,1
Statistical Applications in Genetics and Molecular Biology,Walter de Gruyter GmbH,1544-6115,2013,NA,47,682920,389,NA
Statistical Applications in Genetics and Molecular Biology,Walter de Gruyter GmbH,1544-6115,2014,NA,47,708693,367,NA
Statistical Applications in Genetics and Molecular Biology,Walter de Gruyter GmbH,1544-6115,2015,NA,46,721351,335,NA
Statistical Applications in Genetics and Molecular Biology,Walter de Gruyter GmbH,1544-6115,2016,NA,36,746980,310,NA
Statistical Applications in Genetics and Molecular Biology,Walter de Gruyter GmbH,1544-6115,2017,http://creativecommons.org/licenses/by/4.0,31,792782,311,1
Statistical Applications in Genetics and Molecular Biology,Walter de Gruyter GmbH,1544-6115,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,31,792782,311,2
Statistical Inference for Stochastic Processes,Springer Nature,1387-0874,2013,NA,15,682920,141074,NA
Statistical Inference for Stochastic Processes,Springer Nature,1387-0874,2014,NA,24,708693,150822,NA
Statistical Inference for Stochastic Processes,Springer Nature,1387-0874,2015,NA,18,721351,153820,NA
Statistical Inference for Stochastic Processes,Springer Nature,1387-0874,2016,http://creativecommons.org/licenses/by/4.0,23,746980,160585,2
Statistical Inference for Stochastic Processes,Springer Nature,1387-0874,2017,http://creativecommons.org/licenses/by/4.0,15,792782,162006,1
Statistical Methods & Applications,Springer Nature,1618-2510,2013,NA,24,682920,141074,NA
Statistical Methods & Applications,Springer Nature,1618-2510,2014,NA,42,708693,150822,NA
Statistical Methods & Applications,Springer Nature,1618-2510,2015,http://creativecommons.org/licenses/by/4.0,54,721351,153820,1
Statistical Methods & Applications,Springer Nature,1618-2510,2016,http://creativecommons.org/licenses/by/4.0,28,746980,160585,1
Statistical Methods & Applications,Springer Nature,1618-2510,2017,NA,41,792782,162006,NA
Statistical Papers,Springer Nature,0932-5026,2013,NA,84,682920,141074,NA
Statistical Papers,Springer Nature,0932-5026,2014,NA,79,708693,150822,NA
Statistical Papers,Springer Nature,0932-5026,2015,http://creativecommons.org/licenses/by/4.0,80,721351,153820,1
Statistical Papers,Springer Nature,0932-5026,2016,http://creativecommons.org/licenses/by/4.0,127,746980,160585,5
Statistical Papers,Springer Nature,0932-5026,2017,http://creativecommons.org/licenses/by/4.0,111,792782,162006,4
Statistics and Computing,Springer Nature,0960-3174,2013,NA,74,682920,141074,NA
Statistics and Computing,Springer Nature,0960-3174,2014,NA,99,708693,150822,NA
Statistics and Computing,Springer Nature,0960-3174,2015,http://creativecommons.org/licenses/by/4.0,79,721351,153820,8
Statistics and Computing,Springer Nature,0960-3174,2016,http://creativecommons.org/licenses/by/4.0,94,746980,160585,16
Statistics and Computing,Springer Nature,0960-3174,2017,http://creativecommons.org/licenses/by/4.0,77,792782,162006,23
Statistics in Biosciences,Springer Nature,1867-1764,2013,NA,30,682920,141074,NA
Statistics in Biosciences,Springer Nature,1867-1764,2014,http://creativecommons.org/licenses/by/4.0,17,708693,150822,1
Statistics in Biosciences,Springer Nature,1867-1764,2015,NA,12,721351,153820,NA
Statistics in Biosciences,Springer Nature,1867-1764,2016,http://creativecommons.org/licenses/by/4.0,48,746980,160585,5
Statistics in Biosciences,Springer Nature,1867-1764,2017,http://creativecommons.org/licenses/by/4.0,25,792782,162006,1
Statistics in Medicine,Wiley-Blackwell,0277-6715,2013,NA,355,682920,99595,NA
Statistics in Medicine,Wiley-Blackwell,0277-6715,2014,http://creativecommons.org/licenses/by/4.0,321,708693,103031,2
Statistics in Medicine,Wiley-Blackwell,0277-6715,2015,NA,353,721351,105631,NA
Statistics in Medicine,Wiley-Blackwell,0277-6715,2016,http://creativecommons.org/licenses/by/4.0,430,746980,108251,11
Statistics in Medicine,Wiley-Blackwell,0277-6715,2016,http://creativecommons.org/licenses/by-nc/3.0,430,746980,108251,1
Statistics in Medicine,Wiley-Blackwell,0277-6715,2016,http://creativecommons.org/licenses/by-nc/4.0,430,746980,108251,1
Statistics in Medicine,Wiley-Blackwell,0277-6715,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,430,746980,108251,3
Statistics in Medicine,Wiley-Blackwell,0277-6715,2017,http://creativecommons.org/licenses/by/3.0,375,792782,113049,3
Statistics in Medicine,Wiley-Blackwell,0277-6715,2017,http://creativecommons.org/licenses/by/4.0,375,792782,113049,17
Statistics in Medicine,Wiley-Blackwell,0277-6715,2017,http://creativecommons.org/licenses/by-nc/3.0,375,792782,113049,2
Statistics in Medicine,Wiley-Blackwell,0277-6715,2017,http://creativecommons.org/licenses/by-nc/4.0,375,792782,113049,2
Statistics in Medicine,Wiley-Blackwell,0277-6715,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,375,792782,113049,5
Statistics & Probability Letters,Elsevier BV,0167-7152,2013,NA,395,682920,323264,NA
Statistics & Probability Letters,Elsevier BV,0167-7152,2014,http://creativecommons.org/licenses/by/3.0,314,708693,333938,1
Statistics & Probability Letters,Elsevier BV,0167-7152,2015,http://creativecommons.org/licenses/by-nc-nd/3.0,363,721351,345948,1
Statistics & Probability Letters,Elsevier BV,0167-7152,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,363,721351,345948,1
Statistics & Probability Letters,Elsevier BV,0167-7152,2016,http://creativecommons.org/licenses/by/4.0,292,746980,363208,2
Statistics & Probability Letters,Elsevier BV,0167-7152,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,292,746980,363208,2
Statistics & Probability Letters,Elsevier BV,0167-7152,2017,NA,332,792782,395929,NA
Stem Cell Reviews and Reports,Springer Nature,1550-8943,2013,NA,62,682920,141074,NA
Stem Cell Reviews and Reports,Springer Nature,1550-8943,2014,NA,94,708693,150822,NA
Stem Cell Reviews and Reports,Springer Nature,1550-8943,2015,http://creativecommons.org/licenses/by/4.0,61,721351,153820,5
Stem Cell Reviews and Reports,Springer Nature,1550-8943,2016,http://creativecommons.org/licenses/by/4.0,66,746980,160585,13
Stem Cell Reviews and Reports,Springer Nature,1550-8943,2017,http://creativecommons.org/licenses/by/4.0,87,792782,162006,14
STEM CELLS,Wiley-Blackwell,1066-5099,2013,NA,250,682920,99595,NA
STEM CELLS,Wiley-Blackwell,1066-5099,2014,NA,330,708693,103031,NA
